Region,Crop,Year,Production_Tonnes,Population
Region_01,Rice,2017,75444,665164
Region_01,Rice,2017,86202,873640
Region_01,Rice,2018,43920,199313
Region_01,Rice,2018,245414,541215
Region_01,Rice,2018,170015,218476
Region_01,Rice,2018,124681,854967
Region_01,Rice,2018,67059,132394
Region_01,Rice,2018,164872,470359
Region_01,Rice,2018,155144,427869
Region_01,Rice,2019,101784,326830
Region_01,Rice,2019,98240,138461
Region_01,Rice,2019,87806,614845
Region_01,Rice,2019,62255,635055
Region_01,Rice,2019,146285,862394
Region_01,Rice,2019,113893,573232
Region_01,Rice,2019,88757,369554
Region_01,Rice,2020,210326,135731
Region_01,Rice,2020,113156,486527
Region_01,Rice,2020,50893,906747
Region_01,Rice,2020,71261,815845
Region_01,Rice,2020,117574,192927
Region_01,Rice,2020,53772,545888
Region_01,Rice,2020,130217,1000000
Region_01,Rice,2021,170160,1000000
Region_01,Rice,2021,19061,590946
Region_01,Rice,2021,171958,401471
Region_01,Rice,2021,51704,79119
Region_01,Rice,2021,133602,904278
Region_01,Rice,2021,43192,939981
Region_01,Rice,2021,189341,292853
Region_01,Rice,2022,182108,331788
Region_01,Rice,2022,155873,607911
Region_01,Rice,2022,138016,972112
Region_01,Rice,2022,124968,1000000
Region_01,Rice,2022,235377,1000000
Region_01,Rice,2022,131055,173239
Region_01,Rice,2022,89129,984459
Region_01,Rice,2023,155928,474704
Region_01,Rice,2023,219869,133678
Region_01,Rice,2023,190306,507142
Region_01,Rice,2023,135729,1000000
Region_01,Rice,2023,183237,427996
Region_01,Rice,2023,114837,441409
Region_01,Rice,2023,32031,886064
Region_01,Maize,2015,145411,293374
Region_01,Maize,2015,181297,464964
Region_01,Maize,2015,143045,232677
Region_01,Maize,2015,17987,816310
Region_01,Maize,2015,128110,670174
Region_01,Maize,2015,89398,132994
Region_01,Maize,2015,173461,147516
Region_01,Maize,2016,127839,416098
Region_01,Maize,2016,26914,851083
Region_01,Maize,2016,38152,183951
Region_01,Maize,2016,21492,488599
Region_01,Maize,2016,79270,466175
Region_01,Maize,2016,10767,842911
Region_01,Maize,2016,9704,322734
Region_01,Maize,2017,43095,766384
Region_01,Maize,2017,105252,154827
Region_01,Maize,2017,100760,963572
Region_01,Maize,2017,43288,843552
Region_01,Maize,2017,87602,800810
Region_01,Maize,2017,89670,964664
Region_01,Maize,2017,144825,779543
Region_01,Maize,2018,500,403731
Region_01,Maize,2018,129556,342934
Region_01,Maize,2018,104563,393779
Region_01,Maize,2018,145502,881685
Region_01,Maize,2018,64825,317688
Region_01,Maize,2018,6101,777832
Region_01,Maize,2018,37008,173011
Region_01,Maize,2019,124623,415419
Region_01,Maize,2019,49969,618810
Region_01,Maize,2019,153464,127595
Region_01,Maize,2019,93484,213806
Region_01,Maize,2019,63239,131107
Region_01,Maize,2019,140823,221178
Region_01,Maize,2019,26759,251811
Region_01,Maize,2020,118782,308900
Region_01,Maize,2020,94006,752078
Region_01,Maize,2020,104619,432672
Region_01,Maize,2020,102002,123959
Region_01,Maize,2020,93137,632956
Region_01,Maize,2020,500,328945
Region_01,Maize,2020,153944,290285
Region_01,Maize,2021,75133,712600
Region_01,Maize,2021,62804,850346
Region_01,Maize,2021,171634,307670
Region_01,Maize,2021,38163,300872
Region_01,Maize,2021,124057,518013
Region_01,Maize,2021,91422,877787
Region_01,Maize,2021,54828,591734
Region_01,Maize,2022,55041,206822
Region_01,Maize,2022,158343,64756
Region_01,Maize,2022,89828,1000000
Region_01,Maize,2022,120869,952679
Region_01,Maize,2022,45565,533132
Region_01,Maize,2022,76344,977382
Region_01,Maize,2022,253098,864854
Region_01,Maize,2023,100516,707330
Region_01,Maize,2023,149387,476610
Region_01,Maize,2023,97100,910330
Region_01,Maize,2023,94697,804263
Region_01,Maize,2023,126926,875927
Region_01,Maize,2023,167165,1000000
Region_01,Maize,2023,11050,526225
Region_01,Pulses,2015,67829,470036
Region_01,Pulses,2015,59375,711056
Region_01,Pulses,2015,76423,879499
Region_01,Pulses,2015,101796,485361
Region_01,Pulses,2015,121451,815496
Region_01,Pulses,2015,76237,846279
Region_01,Pulses,2015,64429,729506
Region_01,Pulses,2016,203812,969835
Region_01,Pulses,2016,49428,345990
Region_01,Pulses,2016,500,504887
Region_01,Pulses,2016,33239,83131
Region_01,Pulses,2016,8505,111652
Region_01,Pulses,2016,26360,321433
Region_01,Pulses,2016,25071,109176
Region_01,Pulses,2017,65839,383016
Region_01,Pulses,2017,500,69976
Region_01,Pulses,2017,38693,214640
Region_01,Pulses,2017,500,302821
Region_01,Pulses,2017,50287,245227
Region_01,Pulses,2017,127128,587048
Region_01,Pulses,2017,143165,826609
Region_01,Pulses,2018,127850,1000000
Region_01,Pulses,2018,500,655803
Region_01,Pulses,2018,69669,132742
Region_01,Pulses,2018,58090,405037
Region_01,Pulses,2018,63186,801608
Region_01,Pulses,2018,52569,630187
Region_01,Pulses,2018,60868,180764
Region_01,Pulses,2019,46098,396986
Region_01,Pulses,2019,147848,882247
Region_01,Pulses,2019,40656,427373
Region_01,Pulses,2019,183881,896974
Region_01,Pulses,2019,112015,871976
Region_01,Pulses,2019,74745,898980
Region_01,Pulses,2019,26451,989973
Region_01,Pulses,2020,18215,64266
Region_01,Pulses,2020,500,713966
Region_01,Pulses,2020,40934,947025
Region_01,Pulses,2020,71122,801967
Region_01,Pulses,2020,8275,417535
Region_01,Pulses,2020,68560,691274
Region_01,Pulses,2020,74860,689064
Region_01,Pulses,2021,500,393588
Region_01,Pulses,2021,178739,1000000
Region_01,Pulses,2021,80296,135501
Region_01,Pulses,2021,23132,459006
Region_01,Pulses,2021,31385,565400
Region_01,Pulses,2021,10142,918219
Region_01,Pulses,2021,116428,479191
Region_01,Pulses,2022,70052,120229
Region_01,Pulses,2022,96571,993801
Region_01,Pulses,2022,48945,673680
Region_01,Pulses,2022,66840,135480
Region_01,Pulses,2022,58394,740239
Region_01,Pulses,2022,47761,653608
Region_01,Pulses,2022,17035,141300
Region_01,Pulses,2023,133948,464041
Region_01,Pulses,2023,93711,62337
Region_01,Pulses,2023,67958,824009
Region_01,Pulses,2023,500,760171
Region_01,Pulses,2023,88499,946792
Region_01,Pulses,2023,63796,233746
Region_01,Pulses,2023,64077,1000000
Region_01,Millet,2015,112586,259305
Region_01,Millet,2015,89488,556498
Region_01,Millet,2015,44372,328920
Region_01,Millet,2015,8349,821469
Region_01,Millet,2015,76587,430170
Region_01,Millet,2015,7276,863997
Region_01,Millet,2015,143789,466061
Region_01,Millet,2016,500,967011
Region_01,Millet,2016,85487,572871
Region_01,Millet,2016,90411,258285
Region_01,Millet,2016,135208,991723
Region_01,Millet,2016,25147,183704
Region_01,Millet,2016,105889,134490
Region_01,Millet,2016,87698,306040
Region_01,Millet,2017,20863,659398
Region_01,Millet,2017,79789,630054
Region_01,Millet,2017,112272,962930
Region_01,Millet,2017,91223,149467
Region_01,Millet,2017,100554,798538
Region_01,Millet,2017,8416,231420
Region_01,Millet,2017,63336,836425
Region_01,Millet,2018,41247,95325
Region_01,Millet,2018,114677,184796
Region_01,Millet,2018,87626,268879
Region_01,Millet,2018,68831,653081
Region_01,Millet,2018,62126,925149
Region_01,Millet,2018,39543,418609
Region_01,Millet,2018,72617,798813
Region_01,Millet,2019,500,710466
Region_01,Millet,2019,177411,398954
Region_01,Millet,2019,103888,775948
Region_01,Millet,2019,87477,355364
Region_01,Millet,2019,69340,624281
Region_01,Millet,2019,41865,1000000
Region_01,Millet,2019,39642,68851
Region_01,Millet,2020,167980,296604
Region_01,Millet,2020,134544,201322
Region_01,Millet,2020,121519,887559
Region_01,Millet,2020,131839,843389
Region_01,Millet,2020,118664,463809
Region_01,Millet,2020,74128,201867
Region_01,Millet,2020,138132,822373
Region_01,Millet,2021,80797,654631
Region_01,Millet,2021,80020,658183
Region_01,Millet,2021,14504,628425
Region_01,Millet,2021,147336,395261
Region_01,Millet,2021,175893,344732
Region_01,Millet,2021,114529,673288
Region_01,Millet,2021,77816,162858
Region_01,Millet,2022,97130,618389
Region_01,Millet,2022,56628,354781
Region_01,Millet,2022,23059,121660
Region_01,Millet,2022,29347,584216
Region_01,Millet,2022,500,142010
Region_01,Millet,2022,106407,166258
Region_01,Millet,2022,192277,146825
Region_01,Millet,2023,64011,174750
Region_01,Millet,2023,118563,774389
Region_01,Millet,2023,72278,238814
Region_01,Millet,2023,171849,517475
Region_01,Millet,2023,168412,236397
Region_01,Millet,2023,133141,586036
Region_01,Millet,2023,2546,381273
Region_02,Wheat,2015,194694,524906
Region_02,Wheat,2015,205166,456366
Region_02,Wheat,2015,186519,148522
Region_02,Wheat,2015,103109,117749
Region_02,Wheat,2015,100659,440812
Region_02,Wheat,2015,143221,734109
Region_02,Wheat,2015,113783,760253
Region_02,Wheat,2016,189416,350247
Region_02,Wheat,2016,122752,415571
Region_02,Wheat,2016,193561,720839
Region_02,Wheat,2016,119229,397739
Region_02,Wheat,2016,131084,860871
Region_02,Wheat,2016,70633,377769
Region_02,Wheat,2016,156638,934893
Region_02,Wheat,2017,111040,499699
Region_02,Wheat,2017,166585,433379
Region_02,Wheat,2017,45921,226348
Region_02,Wheat,2017,23310,915053
Region_02,Wheat,2017,216753,961518
Region_02,Wheat,2017,207051,183072
Region_02,Wheat,2017,76050,685534
Region_02,Wheat,2018,130753,938269
Region_02,Wheat,2018,173268,470143
Region_02,Wheat,2018,38979,476472
Region_02,Wheat,2018,85555,957212
Region_02,Wheat,2018,132515,324396
Region_02,Wheat,2018,167789,425167
Region_02,Wheat,2018,145732,887740
Region_02,Wheat,2019,122659,525559
Region_02,Wheat,2019,155738,530433
Region_02,Wheat,2019,117483,984149
Region_02,Wheat,2019,169969,280323
Region_02,Wheat,2019,131413,225220
Region_02,Wheat,2019,150718,666209
Region_02,Wheat,2019,152187,558724
Region_02,Wheat,2020,167918,392810
Region_02,Wheat,2020,159987,284883
Region_02,Wheat,2020,121551,245809
Region_02,Wheat,2020,85001,120809
Region_02,Wheat,2020,170271,423197
Region_02,Wheat,2020,141716,181571
Region_02,Wheat,2020,165054,867194
Region_02,Wheat,2021,112239,850792
Region_02,Wheat,2021,159864,830980
Region_02,Wheat,2021,199358,667941
Region_02,Wheat,2021,126236,182548
Region_02,Wheat,2021,178081,1000000
Region_02,Wheat,2021,136747,694713
Region_02,Wheat,2021,225338,62896
Region_02,Wheat,2022,218522,561558
Region_02,Wheat,2022,210421,325482
Region_02,Wheat,2022,122873,612910
Region_02,Wheat,2022,72543,58304
Region_02,Wheat,2022,104218,625735
Region_02,Wheat,2022,156258,530974
Region_02,Wheat,2022,52012,340910
Region_02,Wheat,2023,210605,81501
Region_02,Wheat,2023,128279,956318
Region_02,Wheat,2023,175211,184372
Region_02,Wheat,2023,165923,887081
Region_02,Wheat,2023,168758,366485
Region_02,Wheat,2023,163345,563642
Region_02,Wheat,2023,138555,763477
Region_02,Rice,2015,141267,153920
Region_02,Rice,2015,121825,348748
Region_02,Rice,2015,83967,341276
Region_02,Rice,2015,162466,342727
Region_02,Rice,2015,129965,228510
Region_02,Rice,2015,156265,931095
Region_02,Rice,2015,100170,668904
Region_02,Rice,2016,295792,819284
Region_02,Rice,2016,158094,879557
Region_02,Rice,2016,161884,687503
Region_02,Rice,2016,143461,648010
Region_02,Rice,2016,73476,458656
Region_02,Rice,2016,180230,907344
Region_02,Rice,2016,121851,688812
Region_02,Rice,2017,179588,273640
Region_02,Rice,2017,179269,251940
Region_02,Rice,2017,109864,509902
Region_02,Rice,2017,113445,1000000
Region_02,Rice,2017,168262,362921
Region_02,Rice,2017,153721,909866
Region_02,Rice,2017,87926,597378
Region_02,Rice,2018,218129,945485
Region_02,Rice,2018,103680,837731
Region_02,Rice,2018,128061,463271
Region_02,Rice,2018,137849,128852
Region_02,Rice,2018,173754,575505
Region_02,Rice,2018,201420,686545
Region_02,Rice,2018,143454,269862
Region_02,Rice,2019,102359,138966
Region_02,Rice,2019,221121,195792
Region_02,Rice,2019,137890,336639
Region_02,Rice,2019,101308,137803
Region_02,Rice,2019,163751,616432
Region_02,Rice,2019,191547,110014
Region_02,Rice,2019,164314,127927
Region_02,Rice,2020,110081,168787
Region_02,Rice,2020,165646,904257
Region_02,Rice,2020,46151,1000000
Region_02,Rice,2020,136956,189270
Region_02,Rice,2020,240350,359136
Region_02,Rice,2020,121774,221014
Region_02,Rice,2020,201794,782561
Region_02,Rice,2021,118065,538006
Region_02,Rice,2021,206484,631341
Region_02,Rice,2021,161555,919650
Region_02,Rice,2021,159755,538995
Region_02,Rice,2021,195160,924405
Region_02,Rice,2021,167849,481909
Region_02,Rice,2021,114837,219067
Region_02,Rice,2022,186231,629894
Region_02,Rice,2022,89360,355281
Region_02,Rice,2022,133699,897938
Region_02,Rice,2022,203300,73798
Region_02,Rice,2022,138703,855393
Region_02,Rice,2022,167150,768114
Region_02,Rice,2022,186425,534507
Region_02,Rice,2023,91888,720389
Region_02,Rice,2023,116049,443498
Region_02,Rice,2023,192444,245857
Region_02,Rice,2023,152304,745296
Region_02,Rice,2023,195197,542609
Region_02,Rice,2023,201005,571565
Region_02,Rice,2023,80833,813299
Region_02,Maize,2015,66958,458320
Region_02,Maize,2015,139754,339798
Region_02,Maize,2015,130487,174541
Region_02,Maize,2015,77843,315622
Region_02,Maize,2015,47266,253485
Region_02,Maize,2015,22776,406216
Region_02,Maize,2015,75191,307797
Region_02,Maize,2016,86150,961027
Region_02,Maize,2016,125335,823355
Region_02,Maize,2016,30871,644157
Region_02,Maize,2016,47153,86256
Region_02,Maize,2016,115757,189043
Region_02,Maize,2016,34795,905918
Region_02,Maize,2016,228866,927684
Region_02,Maize,2017,115327,193629
Region_02,Maize,2017,42917,884898
Region_02,Maize,2017,82458,56653
Region_02,Maize,2017,124124,807237
Region_02,Maize,2017,96342,512721
Region_02,Maize,2017,78513,809781
Region_02,Maize,2017,103277,898742
Region_02,Maize,2018,103547,789793
Region_02,Maize,2018,123856,884113
Region_02,Maize,2018,102311,962245
Region_02,Maize,2018,73252,664512
Region_02,Maize,2018,58771,904661
Region_02,Maize,2018,111172,533864
Region_02,Maize,2018,49685,929650
Region_02,Maize,2019,107849,146699
Region_02,Maize,2019,166712,503270
Region_02,Maize,2019,129296,309067
Region_02,Maize,2019,113229,234052
Region_02,Maize,2019,210661,348577
Region_02,Maize,2019,75565,800720
Region_02,Maize,2019,118696,808917
Region_02,Maize,2020,114690,626871
Region_02,Maize,2020,131513,755556
Region_02,Maize,2020,87186,928220
Region_02,Maize,2020,107355,66354
Region_02,Maize,2020,163850,144708
Region_02,Maize,2020,212236,1000000
Region_02,Maize,2020,109848,314834
Region_02,Maize,2021,171369,543919
Region_02,Maize,2021,201638,972181
Region_02,Maize,2021,114598,610520
Region_02,Maize,2021,122976,935501
Region_02,Maize,2021,129126,175227
Region_02,Maize,2021,159760,819742
Region_02,Maize,2021,105837,53591
Region_02,Maize,2022,156563,960052
Region_02,Maize,2022,165016,589215
Region_02,Maize,2022,187881,1000000
Region_02,Maize,2022,159370,312196
Region_02,Maize,2022,188132,573851
Region_02,Maize,2022,33616,344292
Region_02,Maize,2022,225045,749804
Region_02,Maize,2023,169714,226669
Region_02,Maize,2023,118023,725095
Region_02,Maize,2023,140522,945082
Region_02,Maize,2023,92560,1000000
Region_02,Maize,2023,61089,782662
Region_02,Maize,2023,95676,949956
Region_02,Maize,2023,107154,180495
Region_02,Pulses,2015,500,462247
Region_02,Pulses,2015,25815,102189
Region_02,Pulses,2015,71631,730446
Region_02,Pulses,2015,42094,192722
Region_02,Pulses,2015,86897,140852
Region_02,Pulses,2015,500,314356
Region_02,Pulses,2015,101017,82522
Region_02,Pulses,2016,500,685227
Region_02,Pulses,2016,59483,228168
Region_02,Pulses,2016,27608,229713
Region_02,Pulses,2016,69299,338207
Region_02,Pulses,2016,97827,1000000
Region_02,Pulses,2016,72132,73467
Region_02,Pulses,2016,146357,83771
Region_02,Pulses,2017,31647,872615
Region_02,Pulses,2017,132604,891661
Region_02,Pulses,2017,39978,320145
Region_02,Pulses,2017,37208,252881
Region_02,Pulses,2017,118222,876902
Region_02,Pulses,2017,29820,999386
Region_02,Pulses,2017,42921,120962
Region_02,Pulses,2018,68914,89020
Region_02,Pulses,2018,33292,788114
Region_02,Pulses,2018,72498,738989
Region_02,Pulses,2018,83510,916204
Region_02,Pulses,2018,85620,618190
Region_02,Pulses,2018,158291,672891
Region_02,Pulses,2018,95157,718355
Region_02,Pulses,2019,113284,1000000
Region_02,Pulses,2019,78307,239465
Region_02,Pulses,2019,64484,694549
Region_02,Pulses,2019,132672,560253
Region_02,Pulses,2019,129328,836131
Region_02,Pulses,2019,100955,739485
Region_02,Pulses,2019,45749,647946
Region_02,Pulses,2020,99296,894495
Region_02,Pulses,2020,162176,147780
Region_02,Pulses,2020,111624,984869
Region_02,Pulses,2020,105178,476619
Region_02,Pulses,2020,113215,394504
Region_02,Pulses,2020,28960,890841
Region_02,Pulses,2020,154099,247287
Region_02,Pulses,2021,141876,788244
Region_02,Pulses,2021,76990,673131
Region_02,Pulses,2021,38113,784567
Region_02,Pulses,2021,500,670164
Region_02,Pulses,2021,103380,204606
Region_02,Pulses,2021,57661,201092
Region_02,Pulses,2021,57265,925633
Region_02,Pulses,2022,114616,519004
Region_02,Pulses,2022,78804,951671
Region_02,Pulses,2022,107820,648056
Region_02,Pulses,2022,47362,530199
Region_02,Pulses,2022,94793,402819
Region_02,Pulses,2022,131247,83637
Region_02,Pulses,2022,500,747987
Region_02,Pulses,2023,57862,176331
Region_02,Pulses,2023,119756,110913
Region_02,Pulses,2023,72764,458845
Region_02,Pulses,2023,59392,984322
Region_02,Pulses,2023,12396,62511
Region_02,Pulses,2023,59518,830100
Region_02,Pulses,2023,10475,733782
Region_02,Millet,2015,93629,188084
Region_02,Millet,2015,25880,244817
Region_02,Millet,2015,64899,260112
Region_02,Millet,2015,121693,428223
Region_02,Millet,2015,19861,852600
Region_02,Millet,2015,159447,914495
Region_02,Millet,2015,26843,1000000
Region_02,Millet,2016,85696,773901
Region_02,Millet,2016,18349,415417
Region_02,Millet,2016,92075,106565
Region_02,Millet,2016,96052,579145
Region_02,Millet,2016,83822,306823
Region_02,Millet,2016,67829,522851
Region_02,Millet,2016,102591,80754
Region_02,Millet,2017,39607,88611
Region_02,Millet,2017,40073,402756
Region_02,Millet,2017,83718,797021
Region_02,Millet,2017,64212,129716
Region_02,Millet,2017,56987,841167
Region_02,Millet,2017,500,255711
Region_02,Millet,2017,77752,843096
Region_02,Millet,2018,32323,860030
Region_02,Millet,2018,107312,652873
Region_02,Millet,2018,112039,698374
Region_02,Millet,2018,48212,155475
Region_02,Millet,2018,124781,732486
Region_02,Millet,2018,58584,947868
Region_02,Millet,2018,116741,740336
Region_02,Millet,2019,131861,242609
Region_02,Millet,2019,82845,188334
Region_02,Millet,2019,65881,284229
Region_02,Millet,2019,1583,921684
Region_02,Millet,2019,46578,531660
Region_02,Millet,2019,79902,732172
Region_02,Millet,2019,70999,451192
Region_02,Millet,2020,138569,667412
Region_02,Millet,2020,52016,753234
Region_02,Millet,2020,18899,629629
Region_02,Millet,2020,71253,629463
Region_02,Millet,2020,56222,800410
Region_02,Millet,2020,65874,408781
Region_02,Millet,2020,123188,258675
Region_02,Millet,2021,104159,85838
Region_02,Millet,2021,17639,726657
Region_02,Millet,2021,100106,954508
Region_02,Millet,2021,39374,278874
Region_02,Millet,2021,86119,705605
Region_02,Millet,2021,1629,572050
Region_02,Millet,2021,22017,853722
Region_02,Millet,2022,57843,844989
Region_02,Millet,2022,133210,590417
Region_02,Millet,2022,116575,954856
Region_02,Millet,2022,33380,185079
Region_02,Millet,2022,109083,131661
Region_02,Millet,2022,174963,823358
Region_02,Millet,2022,65479,941579
Region_02,Millet,2023,166301,367262
Region_02,Millet,2023,500,360270
Region_02,Millet,2023,179942,560447
Region_02,Millet,2023,78773,946475
Region_02,Millet,2023,106055,473109
Region_02,Millet,2023,132547,493034
Region_02,Millet,2023,77342,644491
Region_03,Wheat,2015,167563,168749
Region_03,Wheat,2015,131546,614299
Region_03,Wheat,2015,149815,622205
Region_03,Wheat,2015,98152,644784
Region_03,Wheat,2015,41213,738148
Region_03,Wheat,2015,168834,102060
Region_03,Wheat,2015,227475,498725
Region_03,Wheat,2016,129030,617422
Region_03,Wheat,2016,121271,222086
Region_03,Wheat,2016,254655,183580
Region_03,Wheat,2016,163878,172653
Region_03,Wheat,2016,157391,252045
Region_03,Wheat,2016,240908,888013
Region_03,Wheat,2016,115952,864870
Region_03,Wheat,2017,269198,469115
Region_03,Wheat,2017,138839,463730
Region_03,Wheat,2017,146880,862497
Region_03,Wheat,2017,176168,305727
Region_03,Wheat,2017,189538,891205
Region_03,Wheat,2017,80776,733039
Region_03,Wheat,2017,145764,100176
Region_03,Wheat,2018,165868,652666
Region_03,Wheat,2018,275791,524702
Region_03,Wheat,2018,114279,290818
Region_03,Wheat,2018,240462,364375
Region_03,Wheat,2018,242641,783043
Region_03,Wheat,2018,178270,622612
Region_03,Wheat,2018,214673,412176
Region_03,Wheat,2019,224292,908581
Region_03,Wheat,2019,167198,753300
Region_03,Wheat,2019,154395,411763
Region_03,Wheat,2019,238353,896962
Region_03,Wheat,2019,24214,574467
Region_03,Wheat,2019,149916,530886
Region_03,Wheat,2019,210026,694740
Region_03,Wheat,2020,144547,55471
Region_03,Wheat,2020,190046,565953
Region_03,Wheat,2020,210395,554144
Region_03,Wheat,2020,233722,847519
Region_03,Wheat,2020,205898,208384
Region_03,Wheat,2020,124653,59118
Region_03,Wheat,2020,141165,500261
Region_03,Wheat,2021,96939,1000000
Region_03,Wheat,2021,218023,912011
Region_03,Wheat,2021,170363,160626
Region_03,Wheat,2021,157438,964633
Region_03,Wheat,2021,232796,841221
Region_03,Wheat,2021,161340,669450
Region_03,Wheat,2021,144185,704075
Region_03,Wheat,2022,126161,646373
Region_03,Wheat,2022,175826,666924
Region_03,Wheat,2022,268728,908116
Region_03,Wheat,2022,219398,201828
Region_03,Wheat,2022,90485,934976
Region_03,Wheat,2022,35496,971744
Region_03,Wheat,2022,162903,382881
Region_03,Wheat,2023,200221,1000000
Region_03,Wheat,2023,180483,808358
Region_03,Wheat,2023,73604,457413
Region_03,Wheat,2023,179864,738787
Region_03,Wheat,2023,164331,830669
Region_03,Wheat,2023,249575,495825
Region_03,Wheat,2023,283637,850281
Region_03,Rice,2015,204801,166798
Region_03,Rice,2015,190973,991854
Region_03,Rice,2015,135067,516584
Region_03,Rice,2015,115809,635163
Region_03,Rice,2015,175529,559952
Region_03,Rice,2015,187425,875488
Region_03,Rice,2015,136239,246714
Region_03,Rice,2016,160829,903803
Region_03,Rice,2016,119232,662806
Region_03,Rice,2016,139652,678056
Region_03,Rice,2016,124383,887101
Region_03,Rice,2016,90141,808944
Region_03,Rice,2016,168797,681352
Region_03,Rice,2016,120716,431035
Region_03,Rice,2017,151250,573638
Region_03,Rice,2017,63513,282152
Region_03,Rice,2017,150536,554025
Region_03,Rice,2017,195261,775377
Region_03,Rice,2017,197310,766492
Region_03,Rice,2017,204525,538880
Region_03,Rice,2017,132531,819325
Region_03,Rice,2018,114310,105021
Region_03,Rice,2018,194335,921278
Region_03,Rice,2018,56951,812068
Region_03,Rice,2018,140762,817050
Region_03,Rice,2018,145344,851342
Region_03,Rice,2018,78286,539573
Region_03,Rice,2018,115996,1000000
Region_03,Rice,2019,86014,849980
Region_03,Rice,2019,149711,943461
Region_03,Rice,2019,171055,87485
Region_03,Rice,2019,74205,399713
Region_03,Rice,2019,95933,851952
Region_03,Rice,2019,242972,411203
Region_03,Rice,2019,181962,469844
Region_03,Rice,2020,236711,237014
Region_03,Rice,2020,167667,598515
Region_03,Rice,2020,245483,722954
Region_03,Rice,2020,45338,1000000
Region_03,Rice,2020,231944,275332
Region_03,Rice,2020,131293,929089
Region_03,Rice,2020,99841,323671
Region_03,Rice,2021,240171,694137
Region_03,Rice,2021,165015,618219
Region_03,Rice,2021,158709,552269
Region_03,Rice,2021,177400,916148
Region_03,Rice,2021,199500,727825
Region_03,Rice,2021,152991,239288
Region_03,Rice,2021,151048,229312
Region_03,Rice,2022,241288,949816
Region_03,Rice,2022,179602,953363
Region_03,Rice,2022,141798,148238
Region_03,Rice,2022,145138,71308
Region_03,Rice,2022,215549,708060
Region_03,Rice,2022,141690,723848
Region_03,Rice,2022,165016,60817
Region_03,Rice,2023,229918,861080
Region_03,Rice,2023,240114,56383
Region_03,Rice,2023,212915,515751
Region_03,Rice,2023,154531,485009
Region_03,Rice,2023,219932,915886
Region_03,Rice,2023,41606,596971
Region_03,Rice,2023,73930,124492
Region_03,Maize,2015,180772,198311
